INFO - run_mri.py - 2025-02-10 13:11:52,814 - Starting training process 0
INFO - run_mri.py - 2025-02-10 13:11:52,816 - Config: data:
  dataset: MRI
  eval: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/test/
  image_size1: 720
  image_size2: 512
  num_channels: 1
  train: /home/cidar/Desktop/MRI_superres_registration/data/Registration_slices/train/
device: !!python/object/apply:torch.device
- cuda
- 0
global_rank: 0
local_rank: 0
model:
  ema_rate: 0.999
  kernel_size: 9
  name: Kernel
  scaling_factors:
  - 0.5
  - 0.5
optim:
  beta1: 0.9
  eps: 1.0e-08
  grad_clip: 1.0
  lr: 0.0002
  optimizer: Adam
  warmup: 5000
  weight_decay: 0
seed: 42
training:
  batch_size: 4
  combined_loss: false
  epochs: 100
  eval_freq: 100
  lambda_sum: 0.01
  log_freq: 25
  loss: mse
  save_every: 10
  snapshot: true
  snapshot_freq_for_preemption: 500

INFO - run_mri.py - 2025-02-10 13:11:53,453 - Starting training loop at step 7600.
INFO - run_mri.py - 2025-02-10 13:17:15,391 - step: 225, training_loss: 1.60499e-03
INFO - run_mri.py - 2025-02-10 13:17:15,838 - step: 250, training_loss: 1.36482e-03
INFO - run_mri.py - 2025-02-10 13:17:16,287 - step: 275, training_loss: 3.66231e-03
INFO - run_mri.py - 2025-02-10 13:17:16,735 - step: 300, training_loss: 2.29336e-03
INFO - run_mri.py - 2025-02-10 13:17:16,754 - step: 300, eval_loss: 3.74676e-03
INFO - run_mri.py - 2025-02-10 13:17:17,200 - step: 325, training_loss: 1.74012e-03
INFO - run_mri.py - 2025-02-10 13:17:17,649 - step: 350, training_loss: 1.57100e-03
INFO - run_mri.py - 2025-02-10 13:17:18,098 - step: 375, training_loss: 2.86937e-03
INFO - run_mri.py - 2025-02-10 13:17:18,546 - step: 400, training_loss: 2.18004e-03
INFO - run_mri.py - 2025-02-10 13:17:18,562 - step: 400, eval_loss: 3.08377e-03
INFO - run_mri.py - 2025-02-10 13:17:19,009 - step: 425, training_loss: 1.31858e-03
INFO - run_mri.py - 2025-02-10 13:17:19,460 - step: 450, training_loss: 1.68354e-03
INFO - run_mri.py - 2025-02-10 13:17:19,922 - step: 475, training_loss: 1.75323e-03
INFO - run_mri.py - 2025-02-10 13:17:20,371 - step: 500, training_loss: 2.94281e-03
INFO - run_mri.py - 2025-02-10 13:17:20,383 - step: 500, eval_loss: 1.40894e-03
INFO - run_mri.py - 2025-02-10 13:17:20,829 - step: 525, training_loss: 1.64237e-03
INFO - run_mri.py - 2025-02-10 13:17:21,284 - step: 550, training_loss: 1.47507e-03
INFO - run_mri.py - 2025-02-10 13:17:21,974 - step: 25, training_loss: 1.97236e-03
INFO - run_mri.py - 2025-02-10 13:17:22,423 - step: 50, training_loss: 4.16459e-03
INFO - run_mri.py - 2025-02-10 13:17:22,870 - step: 75, training_loss: 1.59531e-03
INFO - run_mri.py - 2025-02-10 13:17:23,318 - step: 100, training_loss: 3.37728e-03
INFO - run_mri.py - 2025-02-10 13:17:23,329 - step: 100, eval_loss: 4.11803e-03
INFO - run_mri.py - 2025-02-10 13:17:23,775 - step: 125, training_loss: 1.69272e-03
INFO - run_mri.py - 2025-02-10 13:17:24,223 - step: 150, training_loss: 2.55465e-03
INFO - run_mri.py - 2025-02-10 13:17:24,671 - step: 175, training_loss: 2.58021e-03
INFO - run_mri.py - 2025-02-10 13:17:25,117 - step: 200, training_loss: 1.43575e-03
INFO - run_mri.py - 2025-02-10 13:17:25,127 - step: 200, eval_loss: 1.67194e-03
INFO - run_mri.py - 2025-02-10 13:17:25,573 - step: 225, training_loss: 1.60361e-03
INFO - run_mri.py - 2025-02-10 13:17:26,020 - step: 250, training_loss: 1.36508e-03
INFO - run_mri.py - 2025-02-10 13:17:26,468 - step: 275, training_loss: 3.65926e-03
INFO - run_mri.py - 2025-02-10 13:17:26,915 - step: 300, training_loss: 2.28897e-03
INFO - run_mri.py - 2025-02-10 13:17:26,931 - step: 300, eval_loss: 2.57462e-03
INFO - run_mri.py - 2025-02-10 13:17:27,377 - step: 325, training_loss: 1.73922e-03
INFO - run_mri.py - 2025-02-10 13:17:27,824 - step: 350, training_loss: 1.56359e-03
INFO - run_mri.py - 2025-02-10 13:17:28,271 - step: 375, training_loss: 2.87250e-03
INFO - run_mri.py - 2025-02-10 13:17:28,718 - step: 400, training_loss: 2.17898e-03
INFO - run_mri.py - 2025-02-10 13:17:28,734 - step: 400, eval_loss: 4.92728e-03
INFO - run_mri.py - 2025-02-10 13:17:29,181 - step: 425, training_loss: 1.31840e-03
INFO - run_mri.py - 2025-02-10 13:17:29,629 - step: 450, training_loss: 1.68243e-03
INFO - run_mri.py - 2025-02-10 13:17:30,077 - step: 475, training_loss: 1.75249e-03
INFO - run_mri.py - 2025-02-10 13:17:30,524 - step: 500, training_loss: 2.94118e-03
INFO - run_mri.py - 2025-02-10 13:17:30,535 - step: 500, eval_loss: 1.53800e-03
INFO - run_mri.py - 2025-02-10 13:17:30,981 - step: 525, training_loss: 1.63949e-03
INFO - run_mri.py - 2025-02-10 13:17:31,428 - step: 550, training_loss: 1.47336e-03
INFO - run_mri.py - 2025-02-10 13:17:32,095 - step: 25, training_loss: 1.97412e-03
INFO - run_mri.py - 2025-02-10 13:17:32,542 - step: 50, training_loss: 4.16743e-03
INFO - run_mri.py - 2025-02-10 13:17:32,989 - step: 75, training_loss: 1.59535e-03
INFO - run_mri.py - 2025-02-10 13:17:33,436 - step: 100, training_loss: 3.37144e-03
INFO - run_mri.py - 2025-02-10 13:17:33,454 - step: 100, eval_loss: 1.63321e-03
INFO - run_mri.py - 2025-02-10 13:17:33,900 - step: 125, training_loss: 1.69245e-03
INFO - run_mri.py - 2025-02-10 13:17:34,347 - step: 150, training_loss: 2.55408e-03
INFO - run_mri.py - 2025-02-10 13:17:34,795 - step: 175, training_loss: 2.57958e-03
INFO - run_mri.py - 2025-02-10 13:17:35,242 - step: 200, training_loss: 1.43300e-03
INFO - run_mri.py - 2025-02-10 13:17:35,252 - step: 200, eval_loss: 2.04472e-03
INFO - run_mri.py - 2025-02-10 13:17:35,698 - step: 225, training_loss: 1.60216e-03
INFO - run_mri.py - 2025-02-10 13:17:36,145 - step: 250, training_loss: 1.36497e-03
INFO - run_mri.py - 2025-02-10 13:17:36,592 - step: 275, training_loss: 3.65527e-03
INFO - run_mri.py - 2025-02-10 13:17:37,044 - step: 300, training_loss: 2.28445e-03
INFO - run_mri.py - 2025-02-10 13:17:37,058 - step: 300, eval_loss: 2.51055e-03
INFO - run_mri.py - 2025-02-10 13:17:37,506 - step: 325, training_loss: 1.73830e-03
INFO - run_mri.py - 2025-02-10 13:17:37,953 - step: 350, training_loss: 1.55604e-03
INFO - run_mri.py - 2025-02-10 13:17:38,402 - step: 375, training_loss: 2.87514e-03
INFO - run_mri.py - 2025-02-10 13:17:38,854 - step: 400, training_loss: 2.17783e-03
INFO - run_mri.py - 2025-02-10 13:17:38,867 - step: 400, eval_loss: 1.99270e-03
INFO - run_mri.py - 2025-02-10 13:17:39,318 - step: 425, training_loss: 1.31856e-03
INFO - run_mri.py - 2025-02-10 13:17:39,770 - step: 450, training_loss: 1.68103e-03
INFO - run_mri.py - 2025-02-10 13:17:40,224 - step: 475, training_loss: 1.75172e-03
INFO - run_mri.py - 2025-02-10 13:17:40,676 - step: 500, training_loss: 2.93969e-03
INFO - run_mri.py - 2025-02-10 13:17:40,688 - step: 500, eval_loss: 2.62054e-03
INFO - run_mri.py - 2025-02-10 13:17:41,135 - step: 525, training_loss: 1.63686e-03
INFO - run_mri.py - 2025-02-10 13:17:41,583 - step: 550, training_loss: 1.47194e-03
INFO - run_mri.py - 2025-02-10 13:17:42,277 - step: 25, training_loss: 1.97582e-03
INFO - run_mri.py - 2025-02-10 13:17:42,726 - step: 50, training_loss: 4.17043e-03
INFO - run_mri.py - 2025-02-10 13:17:43,176 - step: 75, training_loss: 1.59506e-03
INFO - run_mri.py - 2025-02-10 13:17:43,624 - step: 100, training_loss: 3.36559e-03
INFO - run_mri.py - 2025-02-10 13:17:43,639 - step: 100, eval_loss: 2.16781e-03
INFO - run_mri.py - 2025-02-10 13:17:44,088 - step: 125, training_loss: 1.69218e-03
INFO - run_mri.py - 2025-02-10 13:17:44,536 - step: 150, training_loss: 2.55353e-03
INFO - run_mri.py - 2025-02-10 13:17:44,983 - step: 175, training_loss: 2.57888e-03
INFO - run_mri.py - 2025-02-10 13:17:45,431 - step: 200, training_loss: 1.43029e-03
INFO - run_mri.py - 2025-02-10 13:17:45,447 - step: 200, eval_loss: 1.81831e-03
INFO - run_mri.py - 2025-02-10 13:17:45,893 - step: 225, training_loss: 1.60022e-03
INFO - run_mri.py - 2025-02-10 13:17:46,339 - step: 250, training_loss: 1.36505e-03
INFO - run_mri.py - 2025-02-10 13:17:46,787 - step: 275, training_loss: 3.65089e-03
INFO - run_mri.py - 2025-02-10 13:17:47,234 - step: 300, training_loss: 2.27994e-03
INFO - run_mri.py - 2025-02-10 13:17:47,247 - step: 300, eval_loss: 9.08496e-04
INFO - run_mri.py - 2025-02-10 13:17:47,695 - step: 325, training_loss: 1.73785e-03
INFO - run_mri.py - 2025-02-10 13:17:48,144 - step: 350, training_loss: 1.54866e-03
INFO - run_mri.py - 2025-02-10 13:17:48,591 - step: 375, training_loss: 2.87791e-03
INFO - run_mri.py - 2025-02-10 13:17:49,039 - step: 400, training_loss: 2.17707e-03
INFO - run_mri.py - 2025-02-10 13:17:49,049 - step: 400, eval_loss: 1.40938e-03
INFO - run_mri.py - 2025-02-10 13:17:49,510 - step: 425, training_loss: 1.31847e-03
INFO - run_mri.py - 2025-02-10 13:17:49,959 - step: 450, training_loss: 1.67972e-03
INFO - run_mri.py - 2025-02-10 13:17:50,407 - step: 475, training_loss: 1.75129e-03
INFO - run_mri.py - 2025-02-10 13:17:50,855 - step: 500, training_loss: 2.93840e-03
INFO - run_mri.py - 2025-02-10 13:17:50,874 - step: 500, eval_loss: 2.36938e-03
INFO - run_mri.py - 2025-02-10 13:17:51,325 - step: 525, training_loss: 1.63413e-03
INFO - run_mri.py - 2025-02-10 13:17:51,773 - step: 550, training_loss: 1.47017e-03
INFO - run_mri.py - 2025-02-10 13:17:52,472 - step: 25, training_loss: 1.97680e-03
INFO - run_mri.py - 2025-02-10 13:17:52,919 - step: 50, training_loss: 4.17303e-03
INFO - run_mri.py - 2025-02-10 13:17:53,365 - step: 75, training_loss: 1.59464e-03
INFO - run_mri.py - 2025-02-10 13:17:53,819 - step: 100, training_loss: 3.35972e-03
INFO - run_mri.py - 2025-02-10 13:17:53,830 - step: 100, eval_loss: 1.81468e-03
INFO - run_mri.py - 2025-02-10 13:17:54,282 - step: 125, training_loss: 1.69206e-03
INFO - run_mri.py - 2025-02-10 13:17:54,733 - step: 150, training_loss: 2.55254e-03
INFO - run_mri.py - 2025-02-10 13:17:55,182 - step: 175, training_loss: 2.57826e-03
INFO - run_mri.py - 2025-02-10 13:17:55,629 - step: 200, training_loss: 1.42753e-03
INFO - run_mri.py - 2025-02-10 13:17:55,645 - step: 200, eval_loss: 2.59651e-03
INFO - run_mri.py - 2025-02-10 13:17:56,107 - step: 225, training_loss: 1.59825e-03
INFO - run_mri.py - 2025-02-10 13:17:56,557 - step: 250, training_loss: 1.36532e-03
INFO - run_mri.py - 2025-02-10 13:17:57,003 - step: 275, training_loss: 3.64591e-03
INFO - run_mri.py - 2025-02-10 13:17:57,450 - step: 300, training_loss: 2.27549e-03
INFO - run_mri.py - 2025-02-10 13:17:57,463 - step: 300, eval_loss: 6.94769e-03
INFO - run_mri.py - 2025-02-10 13:17:57,911 - step: 325, training_loss: 1.73761e-03
INFO - run_mri.py - 2025-02-10 13:17:58,359 - step: 350, training_loss: 1.54144e-03
INFO - run_mri.py - 2025-02-10 13:17:58,807 - step: 375, training_loss: 2.88054e-03
INFO - run_mri.py - 2025-02-10 13:17:59,260 - step: 400, training_loss: 2.17666e-03
INFO - run_mri.py - 2025-02-10 13:17:59,276 - step: 400, eval_loss: 1.53380e-03
INFO - run_mri.py - 2025-02-10 13:17:59,723 - step: 425, training_loss: 1.31837e-03
INFO - run_mri.py - 2025-02-10 13:18:00,172 - step: 450, training_loss: 1.67833e-03
INFO - run_mri.py - 2025-02-10 13:18:00,621 - step: 475, training_loss: 1.75105e-03
INFO - run_mri.py - 2025-02-10 13:18:01,069 - step: 500, training_loss: 2.93693e-03
INFO - run_mri.py - 2025-02-10 13:18:01,084 - step: 500, eval_loss: 6.35761e-04
INFO - run_mri.py - 2025-02-10 13:18:01,533 - step: 525, training_loss: 1.63147e-03
INFO - run_mri.py - 2025-02-10 13:18:01,981 - step: 550, training_loss: 1.46850e-03
INFO - run_mri.py - 2025-02-10 13:18:02,655 - step: 25, training_loss: 1.97846e-03
INFO - run_mri.py - 2025-02-10 13:18:03,102 - step: 50, training_loss: 4.17528e-03
INFO - run_mri.py - 2025-02-10 13:18:03,550 - step: 75, training_loss: 1.59399e-03
INFO - run_mri.py - 2025-02-10 13:18:03,998 - step: 100, training_loss: 3.35388e-03
INFO - run_mri.py - 2025-02-10 13:18:04,013 - step: 100, eval_loss: 1.64914e-03
INFO - run_mri.py - 2025-02-10 13:18:04,463 - step: 125, training_loss: 1.69184e-03
INFO - run_mri.py - 2025-02-10 13:18:04,912 - step: 150, training_loss: 2.55177e-03
INFO - run_mri.py - 2025-02-10 13:18:05,360 - step: 175, training_loss: 2.57718e-03
INFO - run_mri.py - 2025-02-10 13:18:05,809 - step: 200, training_loss: 1.42475e-03
INFO - run_mri.py - 2025-02-10 13:18:05,819 - step: 200, eval_loss: 1.22805e-03
INFO - run_mri.py - 2025-02-10 13:18:06,269 - step: 225, training_loss: 1.59633e-03
INFO - run_mri.py - 2025-02-10 13:18:06,716 - step: 250, training_loss: 1.36569e-03
INFO - run_mri.py - 2025-02-10 13:18:07,164 - step: 275, training_loss: 3.64064e-03
INFO - run_mri.py - 2025-02-10 13:18:07,611 - step: 300, training_loss: 2.27127e-03
INFO - run_mri.py - 2025-02-10 13:18:07,630 - step: 300, eval_loss: 3.40107e-03
INFO - run_mri.py - 2025-02-10 13:18:08,079 - step: 325, training_loss: 1.73755e-03
INFO - run_mri.py - 2025-02-10 13:18:08,526 - step: 350, training_loss: 1.53468e-03
INFO - run_mri.py - 2025-02-10 13:18:08,974 - step: 375, training_loss: 2.88281e-03
INFO - run_mri.py - 2025-02-10 13:18:09,422 - step: 400, training_loss: 2.17654e-03
INFO - run_mri.py - 2025-02-10 13:18:09,432 - step: 400, eval_loss: 1.75167e-03
INFO - run_mri.py - 2025-02-10 13:18:09,878 - step: 425, training_loss: 1.31811e-03
INFO - run_mri.py - 2025-02-10 13:18:10,326 - step: 450, training_loss: 1.67693e-03
INFO - run_mri.py - 2025-02-10 13:18:10,775 - step: 475, training_loss: 1.75103e-03
INFO - run_mri.py - 2025-02-10 13:18:11,223 - step: 500, training_loss: 2.93552e-03
INFO - run_mri.py - 2025-02-10 13:18:11,234 - step: 500, eval_loss: 1.63413e-03
INFO - run_mri.py - 2025-02-10 13:18:11,681 - step: 525, training_loss: 1.62890e-03
INFO - run_mri.py - 2025-02-10 13:18:12,128 - step: 550, training_loss: 1.46692e-03
INFO - run_mri.py - 2025-02-10 13:18:12,798 - step: 25, training_loss: 1.98019e-03
INFO - run_mri.py - 2025-02-10 13:18:13,245 - step: 50, training_loss: 4.17710e-03
INFO - run_mri.py - 2025-02-10 13:18:13,693 - step: 75, training_loss: 1.59317e-03
INFO - run_mri.py - 2025-02-10 13:18:14,140 - step: 100, training_loss: 3.34826e-03
INFO - run_mri.py - 2025-02-10 13:18:14,151 - step: 100, eval_loss: 2.07221e-03
INFO - run_mri.py - 2025-02-10 13:18:14,599 - step: 125, training_loss: 1.69161e-03
INFO - run_mri.py - 2025-02-10 13:18:15,049 - step: 150, training_loss: 2.55102e-03
INFO - run_mri.py - 2025-02-10 13:18:15,497 - step: 175, training_loss: 2.57583e-03
INFO - run_mri.py - 2025-02-10 13:18:15,944 - step: 200, training_loss: 1.42209e-03
INFO - run_mri.py - 2025-02-10 13:18:15,954 - step: 200, eval_loss: 2.51228e-03
INFO - run_mri.py - 2025-02-10 13:18:16,407 - step: 225, training_loss: 1.59450e-03
INFO - run_mri.py - 2025-02-10 13:18:16,854 - step: 250, training_loss: 1.36607e-03
INFO - run_mri.py - 2025-02-10 13:18:17,301 - step: 275, training_loss: 3.63538e-03
INFO - run_mri.py - 2025-02-10 13:18:17,751 - step: 300, training_loss: 2.26751e-03
INFO - run_mri.py - 2025-02-10 13:18:17,761 - step: 300, eval_loss: 8.23618e-04
INFO - run_mri.py - 2025-02-10 13:18:18,208 - step: 325, training_loss: 1.73746e-03
INFO - run_mri.py - 2025-02-10 13:18:18,657 - step: 350, training_loss: 1.52854e-03
INFO - run_mri.py - 2025-02-10 13:18:19,105 - step: 375, training_loss: 2.88480e-03
INFO - run_mri.py - 2025-02-10 13:18:19,553 - step: 400, training_loss: 2.17660e-03
INFO - run_mri.py - 2025-02-10 13:18:19,569 - step: 400, eval_loss: 3.70206e-03
INFO - run_mri.py - 2025-02-10 13:18:20,022 - step: 425, training_loss: 1.31779e-03
INFO - run_mri.py - 2025-02-10 13:18:20,471 - step: 450, training_loss: 1.67561e-03
INFO - run_mri.py - 2025-02-10 13:18:20,921 - step: 475, training_loss: 1.75106e-03
INFO - run_mri.py - 2025-02-10 13:18:21,369 - step: 500, training_loss: 2.93403e-03
INFO - run_mri.py - 2025-02-10 13:18:21,383 - step: 500, eval_loss: 5.61954e-04
INFO - run_mri.py - 2025-02-10 13:18:21,831 - step: 525, training_loss: 1.62637e-03
INFO - run_mri.py - 2025-02-10 13:18:22,279 - step: 550, training_loss: 1.46550e-03
INFO - run_mri.py - 2025-02-10 13:18:22,960 - step: 25, training_loss: 1.98184e-03
INFO - run_mri.py - 2025-02-10 13:18:23,407 - step: 50, training_loss: 4.17869e-03
INFO - run_mri.py - 2025-02-10 13:18:23,854 - step: 75, training_loss: 1.59237e-03
INFO - run_mri.py - 2025-02-10 13:18:24,302 - step: 100, training_loss: 3.34296e-03
INFO - run_mri.py - 2025-02-10 13:18:24,313 - step: 100, eval_loss: 2.13926e-03
INFO - run_mri.py - 2025-02-10 13:18:24,761 - step: 125, training_loss: 1.69139e-03
INFO - run_mri.py - 2025-02-10 13:18:25,216 - step: 150, training_loss: 2.55035e-03
INFO - run_mri.py - 2025-02-10 13:18:25,663 - step: 175, training_loss: 2.57432e-03
INFO - run_mri.py - 2025-02-10 13:18:26,110 - step: 200, training_loss: 1.41950e-03
INFO - run_mri.py - 2025-02-10 13:18:26,121 - step: 200, eval_loss: 1.07751e-03
INFO - run_mri.py - 2025-02-10 13:18:26,586 - step: 225, training_loss: 1.59280e-03
INFO - run_mri.py - 2025-02-10 13:18:27,044 - step: 250, training_loss: 1.36639e-03
INFO - run_mri.py - 2025-02-10 13:18:27,502 - step: 275, training_loss: 3.63042e-03
INFO - run_mri.py - 2025-02-10 13:18:27,956 - step: 300, training_loss: 2.26411e-03
INFO - run_mri.py - 2025-02-10 13:18:27,966 - step: 300, eval_loss: 6.11761e-03
INFO - run_mri.py - 2025-02-10 13:18:28,418 - step: 325, training_loss: 1.73723e-03
INFO - run_mri.py - 2025-02-10 13:18:28,871 - step: 350, training_loss: 1.52299e-03
INFO - run_mri.py - 2025-02-10 13:18:29,325 - step: 375, training_loss: 2.88672e-03
INFO - run_mri.py - 2025-02-10 13:18:29,778 - step: 400, training_loss: 2.17668e-03
INFO - run_mri.py - 2025-02-10 13:18:29,788 - step: 400, eval_loss: 1.61497e-03
INFO - run_mri.py - 2025-02-10 13:18:30,251 - step: 425, training_loss: 1.31747e-03
INFO - run_mri.py - 2025-02-10 13:18:30,708 - step: 450, training_loss: 1.67434e-03
INFO - run_mri.py - 2025-02-10 13:18:31,164 - step: 475, training_loss: 1.75101e-03
INFO - run_mri.py - 2025-02-10 13:18:31,617 - step: 500, training_loss: 2.93243e-03
INFO - run_mri.py - 2025-02-10 13:18:31,631 - step: 500, eval_loss: 1.95680e-03
INFO - run_mri.py - 2025-02-10 13:18:32,089 - step: 525, training_loss: 1.62380e-03
INFO - run_mri.py - 2025-02-10 13:18:32,542 - step: 550, training_loss: 1.46424e-03
INFO - run_mri.py - 2025-02-10 13:18:33,223 - step: 25, training_loss: 1.98338e-03
INFO - run_mri.py - 2025-02-10 13:18:33,677 - step: 50, training_loss: 4.18034e-03
INFO - run_mri.py - 2025-02-10 13:18:34,132 - step: 75, training_loss: 1.59167e-03
INFO - run_mri.py - 2025-02-10 13:18:34,585 - step: 100, training_loss: 3.33789e-03
INFO - run_mri.py - 2025-02-10 13:18:34,595 - step: 100, eval_loss: 3.46750e-03
INFO - run_mri.py - 2025-02-10 13:18:35,051 - step: 125, training_loss: 1.69123e-03
INFO - run_mri.py - 2025-02-10 13:18:35,504 - step: 150, training_loss: 2.54975e-03
INFO - run_mri.py - 2025-02-10 13:18:35,956 - step: 175, training_loss: 2.57282e-03
INFO - run_mri.py - 2025-02-10 13:18:36,408 - step: 200, training_loss: 1.41687e-03
INFO - run_mri.py - 2025-02-10 13:18:36,424 - step: 200, eval_loss: 1.44662e-03
INFO - run_mri.py - 2025-02-10 13:18:36,881 - step: 225, training_loss: 1.59120e-03
INFO - run_mri.py - 2025-02-10 13:18:37,334 - step: 250, training_loss: 1.36664e-03
INFO - run_mri.py - 2025-02-10 13:18:37,784 - step: 275, training_loss: 3.62581e-03
INFO - run_mri.py - 2025-02-10 13:18:38,236 - step: 300, training_loss: 2.26084e-03
INFO - run_mri.py - 2025-02-10 13:18:38,247 - step: 300, eval_loss: 1.37691e-03
INFO - run_mri.py - 2025-02-10 13:18:38,705 - step: 325, training_loss: 1.73689e-03
INFO - run_mri.py - 2025-02-10 13:18:39,161 - step: 350, training_loss: 1.51800e-03
INFO - run_mri.py - 2025-02-10 13:18:39,616 - step: 375, training_loss: 2.88860e-03
INFO - run_mri.py - 2025-02-10 13:18:40,070 - step: 400, training_loss: 2.17660e-03
INFO - run_mri.py - 2025-02-10 13:18:40,081 - step: 400, eval_loss: 1.27566e-03
INFO - run_mri.py - 2025-02-10 13:18:40,545 - step: 425, training_loss: 1.31718e-03
INFO - run_mri.py - 2025-02-10 13:18:41,007 - step: 450, training_loss: 1.67311e-03
INFO - run_mri.py - 2025-02-10 13:18:41,468 - step: 475, training_loss: 1.75077e-03
INFO - run_mri.py - 2025-02-10 13:18:41,926 - step: 500, training_loss: 2.93081e-03
INFO - run_mri.py - 2025-02-10 13:18:41,938 - step: 500, eval_loss: 2.13215e-03
INFO - run_mri.py - 2025-02-10 13:18:42,391 - step: 525, training_loss: 1.62124e-03
INFO - run_mri.py - 2025-02-10 13:18:42,845 - step: 550, training_loss: 1.46312e-03
INFO - run_mri.py - 2025-02-10 13:18:43,525 - step: 25, training_loss: 1.98469e-03
INFO - run_mri.py - 2025-02-10 13:18:43,978 - step: 50, training_loss: 4.18225e-03
INFO - run_mri.py - 2025-02-10 13:18:44,437 - step: 75, training_loss: 1.59105e-03
INFO - run_mri.py - 2025-02-10 13:18:44,890 - step: 100, training_loss: 3.33304e-03
INFO - run_mri.py - 2025-02-10 13:18:44,901 - step: 100, eval_loss: 2.80857e-03
INFO - run_mri.py - 2025-02-10 13:18:45,358 - step: 125, training_loss: 1.69117e-03
INFO - run_mri.py - 2025-02-10 13:18:45,959 - step: 150, training_loss: 2.54918e-03
INFO - run_mri.py - 2025-02-10 13:18:46,411 - step: 175, training_loss: 2.57143e-03
INFO - run_mri.py - 2025-02-10 13:18:46,867 - step: 200, training_loss: 1.41417e-03
INFO - run_mri.py - 2025-02-10 13:18:46,877 - step: 200, eval_loss: 1.87711e-03
INFO - run_mri.py - 2025-02-10 13:18:47,328 - step: 225, training_loss: 1.58965e-03
INFO - run_mri.py - 2025-02-10 13:18:47,781 - step: 250, training_loss: 1.36686e-03
INFO - run_mri.py - 2025-02-10 13:18:48,233 - step: 275, training_loss: 3.62162e-03
INFO - run_mri.py - 2025-02-10 13:18:48,686 - step: 300, training_loss: 2.25757e-03
INFO - run_mri.py - 2025-02-10 13:18:48,697 - step: 300, eval_loss: 3.37312e-03
INFO - run_mri.py - 2025-02-10 13:18:49,149 - step: 325, training_loss: 1.73658e-03
INFO - run_mri.py - 2025-02-10 13:18:49,602 - step: 350, training_loss: 1.51347e-03
INFO - run_mri.py - 2025-02-10 13:18:50,055 - step: 375, training_loss: 2.89038e-03
INFO - run_mri.py - 2025-02-10 13:18:50,508 - step: 400, training_loss: 2.17634e-03
INFO - run_mri.py - 2025-02-10 13:18:50,518 - step: 400, eval_loss: 2.99208e-03
INFO - run_mri.py - 2025-02-10 13:18:50,970 - step: 425, training_loss: 1.31699e-03
INFO - run_mri.py - 2025-02-10 13:18:51,423 - step: 450, training_loss: 1.67191e-03
INFO - run_mri.py - 2025-02-10 13:18:51,876 - step: 475, training_loss: 1.75035e-03
INFO - run_mri.py - 2025-02-10 13:18:52,328 - step: 500, training_loss: 2.92928e-03
INFO - run_mri.py - 2025-02-10 13:18:52,340 - step: 500, eval_loss: 9.98331e-04
INFO - run_mri.py - 2025-02-10 13:18:52,792 - step: 525, training_loss: 1.61875e-03
INFO - run_mri.py - 2025-02-10 13:18:53,244 - step: 550, training_loss: 1.46210e-03
INFO - run_mri.py - 2025-02-10 13:18:53,924 - step: 25, training_loss: 1.98575e-03
INFO - run_mri.py - 2025-02-10 13:18:54,377 - step: 50, training_loss: 4.18441e-03
INFO - run_mri.py - 2025-02-10 13:18:54,830 - step: 75, training_loss: 1.59050e-03
INFO - run_mri.py - 2025-02-10 13:18:55,283 - step: 100, training_loss: 3.32841e-03
INFO - run_mri.py - 2025-02-10 13:18:55,294 - step: 100, eval_loss: 3.40408e-03
INFO - run_mri.py - 2025-02-10 13:18:55,743 - step: 125, training_loss: 1.69117e-03
INFO - run_mri.py - 2025-02-10 13:18:56,192 - step: 150, training_loss: 2.54864e-03
INFO - run_mri.py - 2025-02-10 13:18:56,641 - step: 175, training_loss: 2.57016e-03
INFO - run_mri.py - 2025-02-10 13:18:57,089 - step: 200, training_loss: 1.41145e-03
INFO - run_mri.py - 2025-02-10 13:18:57,099 - step: 200, eval_loss: 1.14532e-03
INFO - run_mri.py - 2025-02-10 13:18:57,546 - step: 225, training_loss: 1.58814e-03
INFO - run_mri.py - 2025-02-10 13:18:57,994 - step: 250, training_loss: 1.36708e-03
INFO - run_mri.py - 2025-02-10 13:18:58,442 - step: 275, training_loss: 3.61784e-03
INFO - run_mri.py - 2025-02-10 13:18:58,891 - step: 300, training_loss: 2.25434e-03
INFO - run_mri.py - 2025-02-10 13:18:58,901 - step: 300, eval_loss: 3.19068e-03
INFO - run_mri.py - 2025-02-10 13:18:59,349 - step: 325, training_loss: 1.73640e-03
INFO - run_mri.py - 2025-02-10 13:18:59,798 - step: 350, training_loss: 1.50928e-03
INFO - run_mri.py - 2025-02-10 13:19:00,247 - step: 375, training_loss: 2.89202e-03
INFO - run_mri.py - 2025-02-10 13:19:00,696 - step: 400, training_loss: 2.17601e-03
INFO - run_mri.py - 2025-02-10 13:19:00,712 - step: 400, eval_loss: 2.21274e-03
INFO - run_mri.py - 2025-02-10 13:19:01,160 - step: 425, training_loss: 1.31689e-03
INFO - run_mri.py - 2025-02-10 13:19:01,609 - step: 450, training_loss: 1.67068e-03
INFO - run_mri.py - 2025-02-10 13:19:02,058 - step: 475, training_loss: 1.74981e-03
INFO - run_mri.py - 2025-02-10 13:19:02,506 - step: 500, training_loss: 2.92802e-03
INFO - run_mri.py - 2025-02-10 13:19:02,523 - step: 500, eval_loss: 9.86730e-04
INFO - run_mri.py - 2025-02-10 13:19:02,971 - step: 525, training_loss: 1.61638e-03
